,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 동우이앤씨,y
0,2012-08-31,0.9946459542796483,0.9804280271239059,1.0113583190740671,0.9946459542796483,0.9946459542796483,0.0011063337731645369,0.0011063337731645369,0.0011063337731645369,0.001489063547166144,0.001489063547166144,0.001489063547166144,-0.0003827297740016073,-0.0003827297740016073,-0.0003827297740016073,0.0,0.0,0.0,0.9957522880528128,0.9871357368
1,2012-09-03,0.9946579940731264,0.9791300178698468,1.0108212840599684,0.9946579940731264,0.9946579940731264,0.0011161720287712227,0.0011161720287712227,0.0011161720287712227,0.0014546478627807272,0.0014546478627807272,0.0014546478627807272,-0.0003384758340095044,-0.0003384758340095044,-0.0003384758340095044,0.0,0.0,0.0,0.9957741661018976,1.0005491181
2,2012-09-06,0.9946700338666044,0.9812013878935945,1.0116785797032581,0.9946700338666044,0.9946700338666044,0.001236872227505898,0.001236872227505898,0.001236872227505898,0.0013795489509005965,0.0013795489509005965,0.0013795489509005965,-0.00014267672339469872,-0.00014267672339469872,-0.00014267672339469872,0.0,0.0,0.0,0.9959069060941103,0.9890627964
3,2012-09-07,0.9946740471310971,0.9817677760949375,1.0112143910379605,0.9946740471310971,0.9946740471310971,0.0014426683427898024,0.0014426683427898024,0.0014426683427898024,0.0014890635471609239,0.0014890635471609239,0.0014890635471609239,-4.639520437112143e-05,-4.639520437112143e-05,-4.639520437112143e-05,0.0,0.0,0.0,0.9961167154738869,0.9935456386
4,2012-09-14,0.994702139982546,0.9813882432213337,1.0116949497874004,0.994702139982546,0.994702139982546,0.002386008274907315,0.002386008274907315,0.002386008274907315,0.001489063547167197,0.001489063547167197,0.001489063547167197,0.0008969447277401181,0.0008969447277401181,0.0008969447277401181,0.0,0.0,0.0,0.9970881482574533,1.0016050975
5,2012-09-18,0.9947181930405167,0.9824700674654245,1.0137928925751445,0.9947181930405167,0.9947181930405167,0.003654952059786551,0.003654952059786551,0.003654952059786551,0.0021934312220597855,0.0021934312220597855,0.0021934312220597855,0.0014615208377267662,0.0014615208377267662,0.0014615208377267662,0.0,0.0,0.0,0.9983731451003032,0.9985777634
6,2012-09-21,0.9947302328339948,0.9816841194425154,1.0136658629735351,0.9947302328339948,0.9947302328339948,0.0032922159368838806,0.0032922159368838806,0.0032922159368838806,0.0014890635471713827,0.0014890635471713827,0.0014890635471713827,0.0018031523897124979,0.0018031523897124979,0.0018031523897124979,0.0,0.0,0.0,0.9980224487708786,1.0030880169
7,2012-09-24,0.9947422726274728,0.9829501685567774,1.0137849590037598,0.9947422726274728,0.9947422726274728,0.0034981040439327187,0.0034981040439327187,0.0034981040439327187,0.0014546478627836274,0.0014546478627836274,0.0014546478627836274,0.002043456181149091,0.002043456181149091,0.002043456181149091,0.0,0.0,0.0,0.9982403766714055,1.0002252944
8,2012-09-25,0.9947462858919655,0.9838361049060973,1.0138237593470003,0.9947462858919655,0.9947462858919655,0.004293299070557292,0.004293299070557292,0.004293299070557292,0.002193431222060294,0.002193431222060294,0.002193431222060294,0.002099867848496997,0.002099867848496997,0.002099867848496997,0.0,0.0,0.0,0.9990395849625228,0.990313475
9,2012-09-26,0.9947502991564582,0.9837975051417317,1.0124961672557067,0.9947502991564582,0.9947502991564582,0.0033890248910930687,0.0033890248910930687,0.0033890248910930687,0.001244082929450163,0.001244082929450163,0.001244082929450163,0.002144941961642906,0.002144941961642906,0.002144941961642906,0.0,0.0,0.0,0.9981393240475512,1.0005527915
10,2012-09-28,0.9947583256854435,0.9836880510513787,1.0140022447800543,0.9947583256854435,0.9947583256854435,0.003692981640994116,0.003692981640994116,0.003692981640994116,0.0014890635471703371,0.0014890635471703371,0.0014890635471703371,0.002203918093823779,0.002203918093823779,0.002203918093823779,0.0,0.0,0.0,0.9984513073264376,0.9890622374
11,2012-10-02,0.9947743787434142,0.9847408540151336,1.0131682428856923,0.9947743787434142,0.9947743787434142,0.0044188810114670594,0.0044188810114670594,0.0044188810114670594,0.002193431222061818,0.002193431222061818,0.002193431222061818,0.0022254497894052413,0.0022254497894052413,0.0022254497894052413,0.0,0.0,0.0,0.9991932597548813,0.9927999973
12,2012-10-04,0.9947824052723996,0.9837654680210579,1.0127314624377204,0.9947824052723996,0.9947824052723996,0.0035858862306548125,0.0035858862306548125,0.0035858862306548125,0.0013795489509019544,0.0013795489509019544,0.0013795489509019544,0.0022063372797528577,0.0022063372797528577,0.0022063372797528577,0.0,0.0,0.0,0.9983682915030544,0.9984049186
13,2012-10-05,0.9947864185368923,0.982229145534681,1.013142393966795,0.9947864185368923,0.9947864185368923,0.0036821462969961662,0.0036821462969961662,0.0036821462969961662,0.001489063547165117,0.001489063547165117,0.001489063547165117,0.0021930827498310495,0.0021930827498310495,0.0021930827498310495,0.0,0.0,0.0,0.9984685648338885,1.0043538999
14,2012-10-08,0.9947984583303703,0.982655783960471,1.0137374462173596,0.9947984583303703,0.9947984583303703,0.0036023045609222424,0.0036023045609222424,0.0036023045609222424,0.0014546478627705255,0.0014546478627705255,0.0014546478627705255,0.0021476566981517165,0.0021476566981517165,0.0021476566981517165,0.0,0.0,0.0,0.9984007628912925,0.9935504866
15,2012-10-09,0.9948024715948631,0.9832875275041917,1.0155519823745287,0.9948024715948631,0.9948024715948631,0.004325480082310871,0.004325480082310871,0.004325480082310871,0.0021934312220601828,0.0021934312220601828,0.0021934312220601828,0.002132048860250689,0.002132048860250689,0.002132048860250689,0.0,0.0,0.0,0.9991279516771739,0.9923521313
16,2012-10-10,0.9948064848593559,0.982857592101059,1.0136857094804121,0.9948064848593559,0.9948064848593559,0.0033604629938002724,0.0033604629938002724,0.0033604629938002724,0.0012440829294488953,0.0012440829294488953,0.0012440829294488953,0.0021163800643513777,0.0021163800643513777,0.0021163800643513777,0.0,0.0,0.0,0.9981669478531561,0.9887146321
17,2012-10-12,0.9948145113883412,0.9833296069353236,1.0129688959492282,0.9948145113883412,0.9948145113883412,0.0035728072771670275,0.0035728072771670275,0.0035728072771670275,0.0014890635471713903,0.0014890635471713903,0.0014890635471713903,0.0020837437299956367,0.0020837437299956367,0.0020837437299956367,0.0,0.0,0.0,0.9983873186655082,0.9931616408
18,2012-10-15,0.9948265511818192,0.9829327425860501,1.0128981499238074,0.9948265511818192,0.9948265511818192,0.003476968452611917,0.003476968452611917,0.003476968452611917,0.0014546478627744835,0.0014546478627744835,0.0014546478627744835,0.002022320589837434,0.002022320589837434,0.002022320589837434,0.0,0.0,0.0,0.9983035196344311,0.9944895271
19,2012-10-19,0.99484260423979,0.9825990301793791,1.014030380875404,0.99484260423979,0.99484260423979,0.0033671165481376285,0.0033671165481376285,0.0033671165481376285,0.001489063547168257,0.001489063547168257,0.001489063547168257,0.001878053000969371,0.001878053000969371,0.001878053000969371,0.0,0.0,0.0,0.9982097207879276,0.9930026195
20,2012-10-22,0.994854644033268,0.9831852199847302,1.0129502712617393,0.994854644033268,0.994854644033268,0.003142962157155884,0.003142962157155884,0.003142962157155884,0.001454647862778441,0.001454647862778441,0.001454647862778441,0.0016883142943774432,0.0016883142943774432,0.0016883142943774432,0.0,0.0,0.0,0.9979976061904239,0.9931481218
21,2012-10-23,0.9948586572977607,0.9839625339279894,1.0146283301763017,0.9948586572977607,0.9948586572977607,0.003799075474519956,0.003799075474519956,0.003799075474519956,0.002193431222062215,0.002193431222062215,0.002193431222062215,0.001605644252457741,0.001605644252457741,0.001605644252457741,0.0,0.0,0.0,0.9986577327722806,1.0005512472
22,2012-10-25,0.994866683826746,0.9815089844648273,1.0128860067830978,0.994866683826746,0.994866683826746,0.002789367643659036,0.002789367643659036,0.002789367643659036,0.001379548950898865,0.001379548950898865,0.001379548950898865,0.0014098186927601712,0.0014098186927601712,0.0014098186927601712,0.0,0.0,0.0,0.997656051470405,0.9998850857
23,2012-10-30,0.9948867501492095,0.9828106091245511,1.013885600533325,0.9948867501492095,0.9948867501492095,0.0029607141465201143,0.0029607141465201143,0.0029607141465201143,0.0021934312220584363,0.0021934312220584363,0.0021934312220584363,0.0007672829244616783,0.0007672829244616783,0.0007672829244616783,0.0,0.0,0.0,0.9978474642957296,1.0028387943
24,2012-10-31,0.9948907634137021,0.9818314214867149,1.0124036966656875,0.9948907634137021,0.9948907634137021,0.0018659843231276802,0.0018659843231276802,0.0018659843231276802,0.001244082929448541,0.001244082929448541,0.001244082929448541,0.0006219013936791392,0.0006219013936791392,0.0006219013936791392,0.0,0.0,0.0,0.9967567477368298,1.0028389559
25,2012-11-09,0.9949268827941363,0.9806772300411389,1.01175257033939,0.9949268827941363,0.9949268827941363,0.0009894863798101659,0.0009894863798101659,0.0009894863798101659,0.0014890635471682644,0.0014890635471682644,0.0014890635471682644,-0.0004995771673580986,-0.0004995771673580986,-0.0004995771673580986,0.0,0.0,0.0,0.9959163691739464,0.9984125428
26,2012-11-14,0.9949469491165998,0.9799726541477742,1.0112996713058202,0.9949469491165998,0.9949469491165998,0.0005836341972396065,0.0005836341972396065,0.0005836341972396065,0.0012440829294503705,0.0012440829294503705,0.0012440829294503705,-0.000660448732210764,-0.000660448732210764,-0.000660448732210764,0.0,0.0,0.0,0.9955305833138394,0.9984534245
27,2012-11-23,0.9949830684970339,0.9806895673205239,1.0122720304711084,0.9949830684970339,0.9949830684970339,0.00140618922164416,0.00140618922164416,0.00140618922164416,0.0014890635471619983,0.0014890635471619983,0.0014890635471619983,-8.287432551783853e-05,-8.287432551783853e-05,-8.287432551783853e-05,0.0,0.0,0.0,0.996389257718678,1.0027469245
28,2012-11-28,0.9950031348194973,0.9810001066765246,1.0116299536017097,0.9950031348194973,0.9950031348194973,0.0014855885838268245,0.0014855885838268245,0.0014855885838268245,0.0012440829294491022,0.0012440829294491022,0.0012440829294491022,0.00024150565437772227,0.00024150565437772227,0.00024150565437772227,0.0,0.0,0.0,0.9964887234033242,0.9887154382
29,2012-12-05,0.9950312276709462,0.9803760155315806,1.0107956679735095,0.9950312276709462,0.9950312276709462,0.0012866523177783964,0.0012866523177783964,0.0012866523177783964,0.0012440829294508068,0.0012440829294508068,0.0012440829294508068,4.2569388327589416e-05,4.2569388327589416e-05,4.2569388327589416e-05,0.0,0.0,0.0,0.9963178799887246,1.0029323555
30,2012-12-06,0.9950352409354389,0.9802142071483799,1.0109068294677008,0.9950352409354389,0.9950352409354389,0.0013228794422073269,0.0013228794422073269,0.0013228794422073269,0.0013795489508996906,0.0013795489508996906,0.0013795489508996906,-5.6669508692363496e-05,-5.6669508692363496e-05,-5.6669508692363496e-05,0.0,0.0,0.0,0.9963581203776463,0.9984073064
31,2012-12-07,0.9950392541999316,0.9817668292631898,1.0124779296792772,0.9950392541999316,0.9950392541999316,0.0013189571393065994,0.0013189571393065994,0.0013189571393065994,0.0014890635471651384,0.0014890635471651384,0.0014890635471651384,-0.00017010640785853907,-0.00017010640785853907,-0.00017010640785853907,0.0,0.0,0.0,0.9963582113392382,0.9983264885
