,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)한국종합건축사사무소,y
0,2012-09-03,0.991550552312477,0.9813555436985787,1.0021991366399614,0.991550552312477,0.991550552312477,0.00016627461394768853,0.00016627461394768853,0.00016627461394768853,0.0006951899640984233,0.0006951899640984233,0.0006951899640984233,-0.0005289153501507348,-0.0005289153501507348,-0.0005289153501507348,0.0,0.0,0.0,0.9917168269264247,0.9874997755
1,2012-09-07,0.9916168362713157,0.9812673462164749,1.0024264517681754,0.9916168362713157,0.9916168362713157,0.00022973619524227715,0.00022973619524227715,0.00022973619524227715,0.0009114508206366728,0.0009114508206366728,0.0009114508206366728,-0.0006817146253943956,-0.0006817146253943956,-0.0006817146253943956,0.0,0.0,0.0,0.9918465724665579,0.991499588
2,2012-09-14,0.9917328331992835,0.9806505980453706,1.0017961992535227,0.9917328331992835,0.9917328331992835,-0.0004954219511788877,-0.0004954219511788877,-0.0004954219511788877,0.0009114508206405599,0.0009114508206405599,0.0009114508206405599,-0.0014068727718194477,-0.0014068727718194477,-0.0014068727718194477,0.0,0.0,0.0,0.9912374112481046,1.0079999943
3,2012-09-18,0.9917991171581223,0.9798987701016881,1.0017569855589517,0.9917991171581223,0.9917991171581223,-0.0006593356456243899,-0.0006593356456243899,-0.0006593356456243899,0.0011493480661046774,0.0011493480661046774,0.0011493480661046774,-0.0018086837117290673,-0.0018086837117290673,-0.0018086837117290673,0.0,0.0,0.0,0.9911397815124979,0.9947997293
4,2012-09-21,0.9918488301272513,0.9798433781239564,1.0010273456895988,0.9918488301272513,0.9918488301272513,-0.0010448241836487192,-0.0010448241836487192,-0.0010448241836487192,0.0009114508206425057,0.0009114508206425057,0.0009114508206425057,-0.001956275004291225,-0.001956275004291225,-0.001956275004291225,0.0,0.0,0.0,0.9908040059436026,0.9859985292
5,2012-09-24,0.9918985430963804,0.9808115787390879,1.0016293966176888,0.9918985430963804,0.9918985430963804,-0.0012156534489075554,-0.0012156534489075554,-0.0012156534489075554,0.0006951899641009902,0.0006951899641009902,0.0006951899641009902,-0.0019108434130085455,-0.0019108434130085455,-0.0019108434130085455,0.0,0.0,0.0,0.9906828896474729,0.9849985784
6,2012-09-26,0.9919316850757995,0.9806177984757174,1.0017724154982053,0.9919316850757995,0.9919316850757995,-0.0006847752649051754,-0.0006847752649051754,-0.0006847752649051754,0.0010805646677042417,0.0010805646677042417,0.0010805646677042417,-0.001765339932609417,-0.001765339932609417,-0.001765339932609417,0.0,0.0,0.0,0.9912469098108944,0.9854993512
7,2012-09-28,0.9919648270552189,0.9808096251458099,1.0019705446445497,0.9919648270552189,0.9919648270552189,-0.0006236589128809341,-0.0006236589128809341,-0.0006236589128809341,0.0009114508206426439,0.0009114508206426439,0.0009114508206426439,-0.001535109733523578,-0.001535109733523578,-0.001535109733523578,0.0,0.0,0.0,0.991341168142338,0.9859998633
8,2012-10-02,0.9920311110140577,0.9815862351943615,1.0035333771305102,0.9920311110140577,0.9920311110140577,0.0002579046745903983,0.0002579046745903983,0.0002579046745903983,0.0011493480661061936,0.0011493480661061936,0.0011493480661061936,-0.0008914433915157952,-0.0008914433915157952,-0.0008914433915157952,0.0,0.0,0.0,0.9922890156886481,1.0062996353
9,2012-10-04,0.992064252993477,0.9815188889675557,1.0019607018768935,0.992064252993477,0.992064252993477,-7.203383957291575e-06,-7.203383957291575e-06,-7.203383957291575e-06,0.0005216538611341373,0.0005216538611341373,0.0005216538611341373,-0.0005288572450914288,-0.0005288572450914288,-0.0005288572450914288,0.0,0.0,0.0,0.9920570496095197,0.9879999277
10,2012-10-05,0.9920808239831868,0.9813868800245333,1.003735275062615,0.9920808239831868,0.9920808239831868,0.0005612323742895224,0.0005612323742895224,0.0005612323742895224,0.0009114508206388987,0.0009114508206388987,0.0009114508206388987,-0.0003502184463493763,-0.0003502184463493763,-0.0003502184463493763,0.0,0.0,0.0,0.9926420563574763,0.9924996142
