ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)토펙엔지니어링건축사사무소
2012-08-31,1.0005232620984206,0.9882195935351162,1.0146470536150733,1.0005232620984206,1.0005232620984206,0.0011678748473545075,0.0011678748473545075,0.0011678748473545075,-0.0005997740841738042,-0.0005997740841738042,-0.0005997740841738042,0.0017676489315283117,0.0017676489315283117,0.0017676489315283117,0.0,0.0,0.0,1.001691136945775
2012-09-03,1.0005108495407458,0.9857803511540849,1.0129488821488322,1.0005108495407458,1.0005108495407458,-0.0005561278890882004,-0.0005561278890882004,-0.0005561278890882004,-0.001919399897748046,-0.001919399897748046,-0.001919399897748046,0.0013632720086598459,0.0013632720086598459,0.0013632720086598459,0.0,0.0,0.0,0.9999547216516576
2012-09-06,1.0004984369830707,0.9874164106504715,1.0142416693775833,1.0004984369830707,1.0004984369830707,-8.725420472787701e-05,-8.725420472787701e-05,-8.725420472787701e-05,-0.0010300023094310653,-0.0010300023094310653,-0.0010300023094310653,0.0009427481047031883,0.0009427481047031883,0.0009427481047031883,0.0,0.0,0.0,1.0004111827783428
2012-09-07,1.000494299463846,0.9878472487264419,1.013714974985789,1.000494299463846,1.000494299463846,0.00021184419523894671,0.00021184419523894671,0.00021184419523894671,-0.0005997740841635297,-0.0005997740841635297,-0.0005997740841635297,0.0008116182794024765,0.0008116182794024765,0.0008116182794024765,0.0,0.0,0.0,1.000706143659085
2012-09-14,1.0004653368292713,0.9860394181525486,1.0140694702226751,1.0004653368292713,1.0004653368292713,-0.0004070786091692823,-0.0004070786091692823,-0.0004070786091692823,-0.0005997740841724967,-0.0005997740841724967,-0.0005997740841724967,0.00019269547500321439,0.00019269547500321439,0.00019269547500321439,0.0,0.0,0.0,1.000058258220102
2012-09-18,1.0004487867523715,0.9873055480452846,1.0130889436881751,1.0004487867523715,1.0004487867523715,9.88245382974385e-05,9.88245382974385e-05,9.88245382974385e-05,1.946991906246239e-06,1.946991906246239e-06,1.946991906246239e-06,9.687754639119229e-05,9.687754639119229e-05,9.687754639119229e-05,0.0,0.0,0.0,1.0005476112906688
2012-09-21,1.0004363741946967,0.9865818764623434,1.0141384386294237,1.0004363741946967,1.0004363741946967,-0.0004993755622571447,-0.0004993755622571447,-0.0004993755622571447,-0.0005997740841749074,-0.0005997740841749074,-0.0005997740841749074,0.00010039852191776259,0.00010039852191776259,0.00010039852191776259,0.0,0.0,0.0,0.9999369986324396
2012-09-24,1.0004239616370219,0.9842047122359405,1.0118600266844509,1.0004239616370219,1.0004239616370219,-0.0018020480967439877,-0.0018020480967439877,-0.0018020480967439877,-0.0019193998977501978,-0.0019193998977501978,-0.0019193998977501978,0.00011735180100621002,0.00011735180100621002,0.00011735180100621002,0.0,0.0,0.0,0.9986219135402779
2012-09-25,1.0004198241177968,0.9874269318173575,1.0138349855874964,1.0004198241177968,1.0004198241177968,0.00012039575899264888,0.00012039575899264888,0.00012039575899264888,1.9469919073502987e-06,1.9469919073502987e-06,1.9469919073502987e-06,0.00011844876708529852,0.00011844876708529852,0.00011844876708529852,0.0,0.0,0.0,1.0005402198767894
2012-09-26,1.0004156865985718,0.9869842204902518,1.0125755150958498,1.0004156865985718,1.0004156865985718,-0.0010465886801433294,-0.0010465886801433294,-0.0010465886801433294,-0.0011617163862257657,-0.0011617163862257657,-0.0011617163862257657,0.00011512770608243626,0.00011512770608243626,0.00011512770608243626,0.0,0.0,0.0,0.9993690979184285
2012-09-28,1.000407411560122,0.9871243746878178,1.0131614122726271,1.000407411560122,1.000407411560122,-0.0005079322858768236,-0.0005079322858768236,-0.0005079322858768236,-0.0005997740841777456,-0.0005997740841777456,-0.0005997740841777456,9.184179830092186e-05,9.184179830092186e-05,9.184179830092186e-05,0.0,0.0,0.0,0.9998994792742452
2012-10-02,1.0003908614832222,0.987196495532493,1.0129615111643262,1.0003908614832222,1.0003908614832222,-2.6397448058517258e-05,-2.6397448058517258e-05,-2.6397448058517258e-05,1.946991905635851e-06,1.946991905635851e-06,1.946991905635851e-06,-2.8344439964153164e-05,-2.8344439964153164e-05,-2.8344439964153164e-05,0.0,0.0,0.0,1.0003644640351637
2012-10-04,1.0003825864447724,0.9871053629306076,1.0128519380700436,1.0003825864447724,1.0003825864447724,-0.0011485127372824245,-0.0011485127372824245,-0.0011485127372824245,-0.0010300023094313028,-0.0010300023094313028,-0.0010300023094313028,-0.00011851042785112199,-0.00011851042785112199,-0.00011851042785112199,0.0,0.0,0.0,0.99923407370749
2012-10-05,1.0003784489255474,0.9859179679924732,1.0124034084485285,1.0003784489255474,1.0003784489255474,-0.0007673350957134654,-0.0007673350957134654,-0.0007673350957134654,-0.000599774084167471,-0.000599774084167471,-0.000599774084167471,-0.00016756101154599435,-0.00016756101154599435,-0.00016756101154599435,0.0,0.0,0.0,0.9996111138298339
2012-10-08,1.0003660363678726,0.9846045943020825,1.0102298465237296,1.0003660363678726,1.0003660363678726,-0.0022324582324452598,-0.0022324582324452598,-0.0022324582324452598,-0.0019193998977445341,-0.0019193998977445341,-0.0019193998977445341,-0.0003130583347007255,-0.0003130583347007255,-0.0003130583347007255,0.0,0.0,0.0,0.9981335781354274
2012-10-09,1.0003618988486476,0.9863903472706745,1.013911682774569,1.0003618988486476,1.0003618988486476,-0.00035377507204394874,-0.00035377507204394874,-0.00035377507204394874,1.9469919065432143e-06,1.9469919065432143e-06,1.9469919065432143e-06,-0.00035572206395049203,-0.00035572206395049203,-0.00035572206395049203,0.0,0.0,0.0,1.0000081237766036
2012-10-10,1.0003577613294226,0.985844855377316,1.0120797603110376,1.0003577613294226,1.0003577613294226,-0.0015545832455088596,-0.0015545832455088596,-0.0015545832455088596,-0.001161716386228452,-0.001161716386228452,-0.001161716386228452,-0.00039286685928040764,-0.00039286685928040764,-0.00039286685928040764,0.0,0.0,0.0,0.9988031780839137
2012-10-12,1.0003494862909728,0.9853566522767833,1.0125618674956642,1.0003494862909728,1.0003494862909728,-0.0010448512797292407,-0.0010448512797292407,-0.0010448512797292407,-0.0005997740841764381,-0.0005997740841764381,-0.0005997740841764381,-0.00044507719555280257,-0.00044507719555280257,-0.00044507719555280257,0.0,0.0,0.0,0.9993046350112436
2012-10-15,1.000337073733298,0.9841083565295726,1.011476632692918,1.000337073733298,1.000337073733298,-0.002372098703997065,-0.002372098703997065,-0.002372098703997065,-0.0019193998977463458,-0.0019193998977463458,-0.0019193998977463458,-0.00045269880625071893,-0.00045269880625071893,-0.00045269880625071893,0.0,0.0,0.0,0.9979649750293009
2012-10-19,1.0003205236563981,0.9860338039727403,1.0130977525195777,1.0003205236563981,1.0003205236563981,-0.0009157100996312963,-0.0009157100996312963,-0.0009157100996312963,-0.00059977408417272,-0.00059977408417272,-0.00059977408417272,-0.0003159360154585765,-0.0003159360154585765,-0.0003159360154585765,0.0,0.0,0.0,0.9994048135567668
2012-10-22,1.000308111098723,0.9850203644257941,1.0120073574917703,1.000308111098723,1.000308111098723,-0.002041929704221992,-0.002041929704221992,-0.002041929704221992,-0.0019193998977481575,-0.0019193998977481575,-0.0019193998977481575,-0.00012252980647383475,-0.00012252980647383475,-0.00012252980647383475,0.0,0.0,0.0,0.9982661813945011
2012-10-25,1.0002956985410485,0.9854775056596397,1.013210593912375,1.0002956985410485,1.0002956985410485,-0.0009237888271549473,-0.0009237888271549473,-0.0009237888271549473,-0.0010300023094281683,-0.0010300023094281683,-0.0010300023094281683,0.00010621348227322114,0.00010621348227322114,0.00010621348227322114,0.0,0.0,0.0,0.9993719097138936
2012-10-30,1.0002750109449237,0.988049916247664,1.0137799322581391,1.0002750109449237,1.0002750109449237,0.00042896238323694903,0.00042896238323694903,0.00042896238323694903,1.9469919066432726e-06,1.9469919066432726e-06,1.9469919066432726e-06,0.00042701539133030577,0.00042701539133030577,0.00042701539133030577,0.0,0.0,0.0,1.0007039733281606
2012-10-31,1.0002708734256986,0.986295451564142,1.0128326692246863,1.0002708734256986,1.0002708734256986,-0.0006955611140647804,-0.0006955611140647804,-0.0006955611140647804,-0.0011617163862295513,-0.0011617163862295513,-0.0011617163862295513,0.0004661552721647709,0.0004661552721647709,0.0004661552721647709,0.0,0.0,0.0,0.9995753123116339
2012-11-09,1.0002336357526742,0.986014919893775,1.0131472030482958,1.0002336357526742,1.0002336357526742,-0.00031949927388982905,-0.00031949927388982905,-0.00031949927388982905,-0.0005997740841742508,-0.0005997740841742508,-0.0005997740841742508,0.0002802748102844216,0.0002802748102844216,0.0002802748102844216,0.0,0.0,0.0,0.9999141364787844
