ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)한국종합건축사사무소
2012-09-03,0.991550552312477,0.9814467048548356,1.003093919891737,0.991550552312477,0.991550552312477,0.00016627461394768853,0.00016627461394768853,0.00016627461394768853,0.0006951899640984233,0.0006951899640984233,0.0006951899640984233,-0.0005289153501507348,-0.0005289153501507348,-0.0005289153501507348,0.0,0.0,0.0,0.9917168269264247
2012-09-07,0.9916168362713157,0.981466995048571,1.002588795649483,0.9916168362713157,0.9916168362713157,0.00022973619524227715,0.00022973619524227715,0.00022973619524227715,0.0009114508206366728,0.0009114508206366728,0.0009114508206366728,-0.0006817146253943956,-0.0006817146253943956,-0.0006817146253943956,0.0,0.0,0.0,0.9918465724665579
2012-09-14,0.9917328331992835,0.9802589949738223,1.0022781531460927,0.9917328331992835,0.9917328331992835,-0.0004954219511788877,-0.0004954219511788877,-0.0004954219511788877,0.0009114508206405599,0.0009114508206405599,0.0009114508206405599,-0.0014068727718194477,-0.0014068727718194477,-0.0014068727718194477,0.0,0.0,0.0,0.9912374112481046
2012-09-18,0.9917991171581223,0.9812637134966512,1.0021498083364384,0.9917991171581223,0.9917991171581223,-0.0006593356456243899,-0.0006593356456243899,-0.0006593356456243899,0.0011493480661046774,0.0011493480661046774,0.0011493480661046774,-0.0018086837117290673,-0.0018086837117290673,-0.0018086837117290673,0.0,0.0,0.0,0.9911397815124979
2012-09-21,0.9918488301272513,0.9796966956608778,1.001473756026777,0.9918488301272513,0.9918488301272513,-0.0010448241836487192,-0.0010448241836487192,-0.0010448241836487192,0.0009114508206425057,0.0009114508206425057,0.0009114508206425057,-0.001956275004291225,-0.001956275004291225,-0.001956275004291225,0.0,0.0,0.0,0.9908040059436026
2012-09-24,0.9918985430963804,0.9797648509945137,1.0014588167452976,0.9918985430963804,0.9918985430963804,-0.0012156534489075554,-0.0012156534489075554,-0.0012156534489075554,0.0006951899641009902,0.0006951899641009902,0.0006951899641009902,-0.0019108434130085455,-0.0019108434130085455,-0.0019108434130085455,0.0,0.0,0.0,0.9906828896474729
2012-09-26,0.9919316850757995,0.9814859776754674,1.0011093123394021,0.9919316850757995,0.9919316850757995,-0.0006847752649051754,-0.0006847752649051754,-0.0006847752649051754,0.0010805646677042417,0.0010805646677042417,0.0010805646677042417,-0.001765339932609417,-0.001765339932609417,-0.001765339932609417,0.0,0.0,0.0,0.9912469098108944
2012-09-28,0.9919648270552189,0.9804261625659569,1.0020620265628233,0.9919648270552189,0.9919648270552189,-0.0006236589128809341,-0.0006236589128809341,-0.0006236589128809341,0.0009114508206426439,0.0009114508206426439,0.0009114508206426439,-0.001535109733523578,-0.001535109733523578,-0.001535109733523578,0.0,0.0,0.0,0.991341168142338
2012-10-02,0.9920311110140577,0.9817487518381689,1.0024051000796395,0.9920311110140577,0.9920311110140577,0.0002579046745903983,0.0002579046745903983,0.0002579046745903983,0.0011493480661061936,0.0011493480661061936,0.0011493480661061936,-0.0008914433915157952,-0.0008914433915157952,-0.0008914433915157952,0.0,0.0,0.0,0.9922890156886481
2012-10-04,0.992064252993477,0.98183643217803,1.0019470999812463,0.992064252993477,0.992064252993477,-7.203383957291575e-06,-7.203383957291575e-06,-7.203383957291575e-06,0.0005216538611341373,0.0005216538611341373,0.0005216538611341373,-0.0005288572450914288,-0.0005288572450914288,-0.0005288572450914288,0.0,0.0,0.0,0.9920570496095197
2012-10-05,0.9920808239831868,0.9820860083664166,1.0023035694794733,0.9920808239831868,0.9920808239831868,0.0005612323742895224,0.0005612323742895224,0.0005612323742895224,0.0009114508206388987,0.0009114508206388987,0.0009114508206388987,-0.0003502184463493763,-0.0003502184463493763,-0.0003502184463493763,0.0,0.0,0.0,0.9926420563574763
2012-10-08,0.9921305369523158,0.9826508914977071,1.0040330518403868,0.9921305369523158,0.9921305369523158,0.0008260966646984652,0.0008260966646984652,0.0008260966646984652,0.0006951899640927675,0.0006951899640927675,0.0006951899640927675,0.0001309067006056976,0.0001309067006056976,0.0001309067006056976,0.0,0.0,0.0,0.9929566336170143
2012-10-09,0.9921471079420254,0.9833889134969314,1.0040016746281444,0.9921471079420254,0.9921471079420254,0.001411236658200628,0.001411236658200628,0.001411236658200628,0.0011493480661052817,0.0011493480661052817,0.0011493480661052817,0.0002618885920953463,0.0002618885920953463,0.0002618885920953463,0.0,0.0,0.0,0.9935583446002261
2012-10-10,0.9921636789317352,0.9833133525866178,1.00472970064918,0.9921636789317352,0.9921636789317352,0.0014539976229895287,0.0014539976229895287,0.0014539976229895287,0.0010805646677031035,0.0010805646677031035,0.0010805646677031035,0.0003734329552864253,0.0003734329552864253,0.0003734329552864253,0.0,0.0,0.0,0.9936176765547247
