,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)토문엔지니어링 건축사사무소,y
300,2022-10-08,0.9934473481397496,0.9889297400007162,0.9971620294677611,0.9909744601271531,0.9957109959744028,-0.000548339906216266,-0.000548339906216266,-0.000548339906216266,-0.000548339906216266,-0.000548339906216266,-0.000548339906216266,0.0,0.0,0.0,0.9928990082335333,
301,2022-10-09,0.9934504845673202,0.988993857718705,0.9968864657029977,0.9909351815196725,0.9957586548068333,-0.0005483397890072408,-0.0005483397890072408,-0.0005483397890072408,-0.0005483397890072408,-0.0005483397890072408,-0.0005483397890072408,0.0,0.0,0.0,0.992902144778313,
302,2022-10-10,0.993453620994891,0.9894864924145377,0.997386185511786,0.9908769420381125,0.9958063136392639,0.00011128862455090094,0.00011128862455090094,0.00011128862455090094,0.00011128862455090094,0.00011128862455090094,0.00011128862455090094,0.0,0.0,0.0,0.9935649096194419,
303,2022-10-11,0.9934567574224616,0.9902719882284994,0.9981629470911569,0.9908208045022887,0.9958539724716944,0.0007112424918151847,0.0007112424918151847,0.0007112424918151847,0.0007112424918151847,0.0007112424918151847,0.0007112424918151847,0.0,0.0,0.0,0.9941679999142768,
304,2022-10-12,0.9934598938500322,0.989198776210453,0.9971866056877182,0.9907684898986192,0.995901631304125,-0.00015228313631701442,-0.00015228313631701442,-0.00015228313631701442,-0.00015228313631701442,-0.00015228313631701442,-0.00015228313631701442,0.0,0.0,0.0,0.9933076107137152,
305,2022-10-13,0.993463030277603,0.9895914479380865,0.9972554632583498,0.9907139526186868,0.9959521067699771,0.00010559859572195687,0.00010559859572195687,0.00010559859572195687,0.00010559859572195687,0.00010559859572195687,0.00010559859572195687,0.0,0.0,0.0,0.993568628873325,
306,2022-10-14,0.9934661667051736,0.9894304636291046,0.9976612238302407,0.9906620813619242,0.9960037734551963,0.000320833119452441,0.000320833119452441,0.000320833119452441,0.000320833119452441,0.000320833119452441,0.000320833119452441,0.0,0.0,0.0,0.993786999824626,
307,2022-10-15,0.9934693031327443,0.988953961566529,0.9967336972230736,0.9906196532636555,0.9960554401404154,-0.0005483399062145917,-0.0005483399062145917,-0.0005483399062145917,-0.0005483399062145917,-0.0005483399062145917,-0.0005483399062145917,0.0,0.0,0.0,0.9929209632265297,
308,2022-10-16,0.9934724395603148,0.9887574562738627,0.9970738850501087,0.9905772251653867,0.9961071068256346,-0.0005483397890089291,-0.0005483397890089291,-0.0005483397890089291,-0.0005483397890089291,-0.0005483397890089291,-0.0005483397890089291,0.0,0.0,0.0,0.9929240997713059,
309,2022-10-17,0.9934755759878856,0.9892687538318904,0.9976974118388768,0.9905353855934063,0.9961439060891594,0.0001112886245515915,0.0001112886245515915,0.0001112886245515915,0.0001112886245515915,0.0001112886245515915,0.0001112886245515915,0.0,0.0,0.0,0.9935868646124372,
