,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 영화키스톤건축사사무소,y
431,2023-04-02,0.9987367047174757,0.9860052351900351,1.0156545385417388,0.9905137020287516,1.006952316447523,0.0019659324788625743,0.0019659324788625743,0.0019659324788625743,0.0019659324788625743,0.0019659324788625743,0.0019659324788625743,0.0,0.0,0.0,1.0007026371963383,
432,2023-04-03,0.9987349998714219,0.9822678405858958,1.012800611452637,0.9904690072631819,1.006990399200851,-0.0009962439353516843,-0.0009962439353516843,-0.0009962439353516843,-0.0009962439353516843,-0.0009962439353516843,-0.0009962439353516843,0.0,0.0,0.0,0.9977387559360702,
433,2023-04-04,0.998733295025368,0.9849321854992067,1.0138311103657989,0.9904248201598065,1.0070284819541795,0.0011075618361137,0.0011075618361137,0.0011075618361137,0.0011075618361137,0.0011075618361137,0.0011075618361137,0.0,0.0,0.0,0.9998408568614817,
434,2023-04-05,0.9987315901793141,0.9807895396185867,1.0108998997152632,0.9903810263419978,1.0070686461144123,-0.002502025346303229,-0.002502025346303229,-0.002502025346303229,-0.002502025346303229,-0.002502025346303229,-0.002502025346303229,0.0,0.0,0.0,0.9962295648330108,
435,2023-04-06,0.9987298853332601,0.9833491103519992,1.0127798824062577,0.9903372325241891,1.0071221435010649,-0.0018285819436070839,-0.0018285819436070839,-0.0018285819436070839,-0.0018285819436070839,-0.0018285819436070839,-0.0018285819436070839,0.0,0.0,0.0,0.996901303389653,
436,2023-04-07,0.9987281804872062,0.9839371342761621,1.0145554483628114,0.9902934387063804,1.0071759713385902,0.00028742203995182116,0.00028742203995182116,0.00028742203995182116,0.00028742203995182116,0.00028742203995182116,0.00028742203995182116,0.0,0.0,0.0,0.999015602527158,
437,2023-04-08,0.9987264756411524,0.9863001022197304,1.0158116086015987,0.9902519514298908,1.007229799176115,0.00196593487033266,0.00196593487033266,0.00196593487033266,0.00196593487033266,0.00196593487033266,0.00196593487033266,0.0,0.0,0.0,1.000692410511485,
438,2023-04-09,0.9987247707950986,0.9858788245500568,1.016473447082053,0.9902176582714983,1.0072819995045166,0.00196593247886243,0.00196593247886243,0.00196593247886243,0.00196593247886243,0.00196593247886243,0.00196593247886243,0.0,0.0,0.0,1.000690703273961,
439,2023-04-10,0.9987230659490447,0.9830883677166637,1.0136218214816561,0.9901833651131059,1.0073089414241894,-0.0009962439353500678,-0.0009962439353500678,-0.0009962439353500678,-0.0009962439353500678,-0.0009962439353500678,-0.0009962439353500678,0.0,0.0,0.0,0.9977268220136947,
440,2023-04-11,0.9987213611029908,0.9848888418434882,1.014345815347675,0.9901490719547136,1.0073357253006971,0.001107561836111477,0.001107561836111477,0.001107561836111477,0.001107561836111477,0.001107561836111477,0.001107561836111477,0.0,0.0,0.0,0.9998289229391023,
441,2023-04-12,0.9987196562569369,0.9826014833440427,1.011133128546806,0.9900813843976615,1.0073676267623106,-0.0025020253463083736,-0.0025020253463083736,-0.0025020253463083736,-0.0025020253463083736,-0.0025020253463083736,-0.0025020253463083736,0.0,0.0,0.0,0.9962176309106285,
442,2023-04-13,0.998717951410883,0.9827934398856312,1.0111668092898056,0.9900284828038236,1.0074010748868296,-0.0018285819436150057,-0.0018285819436150057,-0.0018285819436150057,-0.0018285819436150057,-0.0018285819436150057,-0.0018285819436150057,0.0,0.0,0.0,0.996889369467268,
443,2023-04-14,0.9987162465648293,0.983901356047234,1.0151442677217788,0.989983346847743,1.0074345230113484,0.000287422039956161,0.000287422039956161,0.000287422039956161,0.000287422039956161,0.000287422039956161,0.000287422039956161,0.0,0.0,0.0,0.9990036686047854,
444,2023-04-15,0.9987145417187754,0.9855214154449188,1.016560971545618,0.9899382108916627,1.0074679711358674,0.0019659348703385477,0.0019659348703385477,0.0019659348703385477,0.0019659348703385477,0.0019659348703385477,0.0019659348703385477,0.0,0.0,0.0,1.000680476589114,
445,2023-04-16,0.9987128368727215,0.9853900954445085,1.0153149680334368,0.9898938097939182,1.0075014192603862,0.001965932478862285,0.001965932478862285,0.001965932478862285,0.001965932478862285,0.001965932478862285,0.001965932478862285,0.0,0.0,0.0,1.0006787693515837,
446,2023-04-17,0.9987111320266676,0.9829842281453559,1.0125560195770482,0.9898500316923229,1.0075348673849052,-0.000996243935348451,-0.000996243935348451,-0.000996243935348451,-0.000996243935348451,-0.000996243935348451,-0.000996243935348451,0.0,0.0,0.0,0.9977148880913191,
447,2023-04-18,0.9987094271806137,0.9850906931112178,1.0146135153000344,0.989806289737321,1.007568315509424,0.0011075618361147963,0.0011075618361147963,0.0011075618361147963,0.0011075618361147963,0.0011075618361147963,0.0011075618361147963,0.0,0.0,0.0,0.9998169890167286,
448,2023-04-19,0.9987077223345598,0.9803866929440594,1.0120107116013979,0.9897521175889874,1.007601763633943,-0.0025020253463087835,-0.0025020253463087835,-0.0025020253463087835,-0.0025020253463087835,-0.0025020253463087835,-0.0025020253463087835,0.0,0.0,0.0,0.996205696988251,
