,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 아이티엠코퍼레이션건축사사무소,y
0,2021-01-04,1.0016581316743,0.9897779033109587,1.0148470298598473,1.0016581316743,1.0016581316743,0.0007116947518615252,0.0007116947518615252,0.0007116947518615252,0.0007116947518615252,0.0007116947518615252,0.0007116947518615252,0.0,0.0,0.0,1.0023698264261616,1.003786292
1,2021-01-05,1.0015885912715694,0.990060082981688,1.0134716335783824,1.0015885912715694,1.0015885912715694,-3.540651748761986e-05,-3.540651748761986e-05,-3.540651748761986e-05,-3.540651748761986e-05,-3.540651748761986e-05,-3.540651748761986e-05,0.0,0.0,0.0,1.0015531847540817,0.9906259493
2,2021-01-06,1.0015190508688387,0.9877055681593985,1.0117996628973867,1.0015190508688387,1.0015190508688387,-0.001396910710612503,-0.001396910710612503,-0.001396910710612503,-0.001396910710612503,-0.001396910710612503,-0.001396910710612503,0.0,0.0,0.0,1.0001221401582263,0.9909483906
3,2021-01-07,1.0014495104661083,0.9891576984126337,1.012664881127726,1.0014495104661083,1.0014495104661083,-0.00028286639097540564,-0.00028286639097540564,-0.00028286639097540564,-0.00028286639097540564,-0.00028286639097540564,-0.00028286639097540564,0.0,0.0,0.0,1.001166644075133,0.9996688751
4,2021-01-08,1.0013799700633776,0.9907451229760571,1.0132243458585954,1.0013799700633776,1.0013799700633776,0.00011897972704177071,0.00011897972704177071,0.00011897972704177071,0.00011897972704177071,0.00011897972704177071,0.00011897972704177071,0.0,0.0,0.0,1.0014989497904194,1.00593878
5,2021-01-11,1.001171348855186,0.9899452187260968,1.0135902983327039,1.001171348855186,1.001171348855186,0.0007116947518620199,0.0007116947518620199,0.0007116947518620199,0.0007116947518620199,0.0007116947518620199,0.0007116947518620199,0.0,0.0,0.0,1.001883043607048,1.0059397258
6,2021-01-12,1.0011018084524554,0.9885329978002654,1.0140592989048012,1.0011018084524554,1.0011018084524554,-3.540651748971747e-05,-3.540651748971747e-05,-3.540651748971747e-05,-3.540651748971747e-05,-3.540651748971747e-05,-3.540651748971747e-05,0.0,0.0,0.0,1.0010664019349658,1.0102486679
7,2021-01-15,1.000893187181459,0.9893378367790198,1.01287549784212,1.000893187181459,1.000893187181459,0.0001189797270422094,0.0001189797270422094,0.0001189797270422094,0.0001189797270422094,0.0001189797270422094,0.0001189797270422094,0.0,0.0,0.0,1.0010121669085013,1.0102478185
8,2021-01-18,1.0006845659104628,0.9901298980291852,1.0132634559749012,1.0006845659104628,1.0006845659104628,0.0007116947518631687,0.0007116947518631687,0.0007116947518631687,0.0007116947518631687,0.0007116947518631687,0.0007116947518631687,0.0,0.0,0.0,1.0013962606623261,0.995794599
9,2021-01-21,1.0004759446394667,0.9885371835843386,1.0120188139127182,1.0004759446394667,1.0004759446394667,-0.0002828663909737289,-0.0002828663909737289,-0.0002828663909737289,-0.0002828663909737289,-0.0002828663909737289,-0.0002828663909737289,0.0,0.0,0.0,1.000193078248493,1.0097005991
10,2021-01-22,1.0004064042158012,0.9886355597696166,1.0113612208999387,1.0004064042158012,1.0004064042158012,0.00011897972704126155,0.00011897972704126155,0.00011897972704126155,0.00011897972704126155,0.00011897972704126155,0.00011897972704126155,0.0,0.0,0.0,1.0005253839428425,0.9915715732
11,2021-01-25,1.000197782944805,0.9892269444181139,1.0127860509046576,1.000197782944805,1.000197782944805,0.0007116947518625741,0.0007116947518625741,0.0007116947518625741,0.0007116947518625741,0.0007116947518625741,0.0007116947518625741,0.0,0.0,0.0,1.0009094776966676,0.9999413845
12,2021-01-26,1.0001282424317675,0.9877967852600641,1.0115604992298077,1.0001282424317675,1.0001282424317675,-3.540651749115549e-05,-3.540651749115549e-05,-3.540651749115549e-05,-3.540651749115549e-05,-3.540651749115549e-05,-3.540651749115549e-05,0.0,0.0,0.0,1.0000928359142762,0.9999416781
13,2021-01-27,1.0000587019187297,0.9878969702595359,1.010482383988978,1.0000587019187297,1.0000587019187297,-0.0013969107106111785,-0.0013969107106111785,-0.0013969107106111785,-0.0013969107106111785,-0.0013969107106111785,-0.0013969107106111785,0.0,0.0,0.0,0.9986617912081185,1.0078956463
14,2021-01-28,0.9999891614056922,0.986988049019648,1.0109243695825103,0.9999891614056922,0.9999891614056922,-0.00028286639097289035,-0.00028286639097289035,-0.00028286639097289035,-0.00028286639097289035,-0.00028286639097289035,-0.00028286639097289035,0.0,0.0,0.0,0.9997062950147193,0.9968621628
15,2021-01-29,0.9999196208926545,0.9876463159800917,1.0118392497684452,0.9999196208926545,0.9999196208926545,0.00011897972704087912,0.00011897972704087912,0.00011897972704087912,0.00011897972704087912,0.00011897972704087912,0.00011897972704087912,0.0,0.0,0.0,1.0000386006196953,0.9987793536
16,2021-05-06,0.9931741911280073,0.9821438140755535,1.0052322678995027,0.9931741911280073,0.9931741911280073,-0.0002828663909749944,-0.0002828663909749944,-0.0002828663909749944,-0.0002828663909749944,-0.0002828663909749944,-0.0002828663909749944,0.0,0.0,0.0,0.9928913247370323,0.9755019541
17,2021-05-12,0.9927569480497818,0.9794776037370119,1.0035259314072278,0.9927569480497818,0.9927569480497818,-0.0013969107106120416,-0.0013969107106120416,-0.0013969107106120416,-0.0013969107106120416,-0.0013969107106120416,-0.0013969107106120416,0.0,0.0,0.0,0.9913600373391698,0.9780599765
18,2021-05-28,0.9939242693838618,0.9825928694791938,1.0062609338198663,0.9939242693838618,0.9939242693838618,0.00011897972704089254,0.00011897972704089254,0.00011897972704089254,0.00011897972704089254,0.00011897972704089254,0.00011897972704089254,0.0,0.0,0.0,0.9940432491109027,0.9913411301
19,2021-06-04,0.9944349724675218,0.9827096031548989,1.006702871661271,0.9944349724675218,0.9944349724675218,0.00011897972704215219,0.00011897972704215219,0.00011897972704215219,0.00011897972704215219,0.00011897972704215219,0.00011897972704215219,0.0,0.0,0.0,0.9945539521945639,1.0041980609
20,2021-06-07,0.9946538452176618,0.9828724228317194,1.0076624361506845,0.9946538452176618,0.9946538452176618,0.000711694751861517,0.000711694751861517,0.000711694751861517,0.000711694751861517,0.000711694751861517,0.000711694751861517,0.0,0.0,0.0,0.9953655399695233,0.9986797944
21,2021-06-08,0.9947268028010418,0.9827754468568485,1.0069312210444212,0.9947268028010418,0.9947268028010418,-3.5406517487578125e-05,-3.5406517487578125e-05,-3.5406517487578125e-05,-3.5406517487578125e-05,-3.5406517487578125e-05,-3.5406517487578125e-05,0.0,0.0,0.0,0.9946913962835542,1.0023945059
